  9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,  26.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,   0.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f, 191.0f,9999.0f,9999.0f
  9999.0f,9999.0f, 183.0f,  80.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,  89.0f,9999.0f,9999.0f,  71.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,   0.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f
  9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,  38.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,   0.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f
  9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,  58.0f,9999.0f,9999.0f,9999.0f,   0.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f
   118.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,   0.0f, 160.0f,9999.0f,9999.0f,  74.0f, 211.0f
  9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,  97.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,  42.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f, 160.0f,   0.0f,  40.0f,9999.0f,9999.0f,9999.0f
  9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,  76.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,  40.0f,   0.0f, 128.0f,9999.0f,9999.0f
  9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f, 191.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f, 128.0f,   0.0f,9999.0f,9999.0f
  9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,  74.0f,9999.0f,9999.0f,9999.0f,   0.0f,9999.0f
  9999.0f, 154.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f, 122.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f,9999.0f, 211.0f,9999.0f,9999.0f,9999.0f,9999.0f,   0
